noterevision,noterequestID,notewasLocallyCreated,noteid,notecontent,notetask_id,notematroshkaRevision,notetype,noteisTemporary
63,D3B15777-E1B4-459F-8C20-8182147A2C53,true,342144443,"Keep being vulnerable
Keep learning
Keep growing
Keep apologizing
Keep trying
Keep

I keep
Family

I might court her

A single mother who's child is 17 and about to go to college. The single mothers thats about to graduate from high school

\Cause as soon as he gone im gone try to get out here and date, but some of y'all..I need a decade. Don't take a decade. Don't get comfortable being alone because eventually you run out of things to talk about with yourself.

",5589321218,63,note,false
19,AD0744DB-66C4-46ED-9279-5E974BB30FA4,true,342474218,"An Ex-gay leader finally said the jig is up and apologized after fucking peoples lives up for decades. But I have radical empathy for Black people so I just blessem and ill see you next Sunday when you talking about a topic you actually an expert on
",5598444143,19,note,false
8,C2CEBD14-DBE3-4260-9F2B-2CE71465D5C3,true,342904528,"But are you a man though?

I don't want to support no woman!
",5606327832,8,note,false
18,F46C88EE-85B2-42CA-9CAB-BB1929ED7C8F,true,342953898,"Monday I don't fuck with Monday but I do like Tuesday. Tuesday, I don't know about Tuesday but Wednesday",5607307940,18,note,false
39,A806BC86-348D-4C6C-A191-511E273E1308,true,342955148,"Porsha is such a sweet girl. Kenya is so Cass, King, Renaissance. AND she know what im talking about, but of course she rep Detroit even though she went to Cass the school where kids with futures go. Thats how it felt….Yeah you can have a future it aint gon be a Cass King Renaissance future so whenever im in the room with people those skills. Same rooms…Northwestern.

You better talk about what Northwestern did for you.

I was looking at schools I wanted to go to and I was like the only way they will take me is if I am the valedictorian.

But I built a business though

",5607332609,39,note,false
66,1ECB6602-638B-416C-AB28-DE14D7C0FC0D,true,342955956,"The dude that manage to go bbqing and fishing all the time and does the things he loves and goes on cruises and always having get togethers…That guy

I want an independent woman with her own life and thing that is separate from my entire world.

But I don't want to be your plus one for all the parties you want to go to to present me as your man, I am the man in your life. Im not your man. And you are the woman in my life you not my woman. We can't give our daughters away. 

Well I had her now its time for him….like come on

That was just wrong
That was just wrong
song

White  People you know their reactions need a lot of space…umm hmmm

Why you have to bring race into?
This is why
Our voice is our freedom

",5607352560,66,note,false
12,B1161878-686F-42BD-BEA4-B07D34E5676F,true,342954422,"I wasn't willing to rot with you
Because I love myself
And im not gone feel guilty about that
But I do
Because I almost always chose to rot with you
",5607319271,12,note,false
9,3E64A07F-A261-4AF5-B98C-DF058B5A1B6D,true,342954795,"You want people to respect

Im a",5607327701,9,note,false
23,33CEC072-DC99-4D56-B591-7878E1CD6315,true,342957423,"Wendy has a great platform with not the top guests

We're still new but I've never..Are we shooting above our reach?",5607374425,23,note,false
8,571A0546-5D6C-4DC2-99D9-D3CEE4571473,true,342967789,"You cant be a better Black person to White people than you are to Black people, thats problematic",5607568223,8,note,false
1,5F05FD63-A7D4-4225-BFD0-46CAC4F774BE,true,342958674,"",5607397406,1,note,false
9,7D9308E4-4BDC-4213-968F-D3D3F381440C,true,342958133,"Why call it Black? I struggled with it.

We need to collectively and finally harness the true value of our talent

If you gon call it Black you better do it right
",5607387387,9,note,false
56,8CE2C97E-E07C-4EE6-A8BF-1FD0FC547A30,true,342964042,"This usually applies in situations where she is 'your woman'…I cant be wasting my good years with you. - Woman perspective

Does she want a roof over her head or does she want  ada and Wills compound? Does Jada want Jada and Wills compound.

Because is there an internal commodification?

What does your woman expect from you and make sure its something that you can give?

",5607496349,56,note,false
4,1787E2C1-20DE-4F42-AA78-3503568A935A,true,343198661,"Regular communication and a system that works cures that anxiety for me
",5612168363,4,note,false
14,1E95186F-7C9B-4EB0-8143-E834D46448B2,true,343199045,"When can we get some time on the calendar to talk about your life insurance needs? How is next Thursday afternoon?

Life Insurance Workshop

Realtor Workshop - Networking Groups
Car Dealer Workshop - Networking Groups",5612178671,14,note,false
2,E6243CA6-CA0F-443E-A02A-C71BF39D7B72,true,343200583,"https://blog.hubspot.com/sales/email-sign-offs-put-best-thanks-to-shame",5612209516,2,note,false
16,A4053D98-C727-4536-9304-0AF47EE9AE6B,true,343342383,"The problem isn't the parents that went looking for their kids though, its the people in pitchforks behind him that don't know that they killed the kids and said the witches did it.

WITCH HUNT - THE MOVIE

",5616711838,16,note,false
6,742BBF9D-865C-4ABD-83D0-1471A2A71AC5,true,343417096,"I don't want to be a leader here, nor am I presupposing that I have the chops to lead you or that you want me to lead you
",5619115250,6,note,false
29,ABE97DB3-6231-4799-9187-82D5261CE0A4,true,344059841,"I realize that I put on a mask to make White people feel comfortable. I was sad to realize that. But I slowly reveal myself…I realize there is a ceiling above how much of my blackness will be allowed, none of it will never be celebrated.

Celebrate Blackness

Self-Imposed Brand Manager for The Culture
",5631968588,29,note,false
1,9914E78A-8EF4-4501-B081-58D8E78B06D8,true,344061589,"",5632003592,1,note,false
49,AB9874A4-9500-405B-B68C-B5B9FE9BB024,true,343340269,"Its not about sex. Its about having a commitment to the point where you won't just break up over truly petty stuff because you have an institution and a written commitment to each other.



Thats why we need commitment letters




I learned that working with working class people has its own difficulties too.

But I want to work with Black people

",5616648403,49,note,false
6,FD0F22C1-092F-44E7-8F1C-5899C7441CE5,true,344087709,"",5632475506,6,note,false
14,6E78FA61-7074-4BC8-AE0A-113A94C830B2,true,344062383,"She like yeah, but you wrong though.
We both were wrong. But I know I was wrong but im not wrong no more, you still wrong…The fact that you still wrong is what bothers me


When you make a hard decision you have to trust that you were right. ",5632019446,14,note,false
2,427A0F59-4AB0-41D5-8BB6-F4508D401F3B,true,344214808,"We've ",5635270291,2,note,false
4,0BD417E6-B8E8-4D34-8A50-73A9D2ADDC40,true,344152220,"",5632479582,4,note,false
15,8F78FFEE-0F91-4E93-BB7A-491DD8DD1DE6,true,344060498,"Its not about money…their is always money…you just need wealth. The more efficiently you have wealth",5631979622,15,note,false
20,5A314029-289E-4B8C-8219-BFEBFFB202FA,true,344595166,"Campus and Compound are two different things

On Campus Housing

Graceful Metal Detectors like city Hall


He knows me to well. He speaks to me - Pastor

Im not Pastor Lewis and I don't know no Mrs. Lewis.",5632629392,20,note,false
17,0565FAA9-9A44-4F62-890E-02E1CA3E02C6,true,344215660,"He gets to hide behind Blackness. He continues to let us know how powerful Blackness. He has the power to harness Blackness. - Kanye. I don't like the way he uses it though. 

Humility
",5635303431,17,note,false
13,FC99A50D-DF54-4C1B-B5CA-C0AB45AE320D,true,344216797,"Sure you could monetize the White House for cash flow but do it to uplift..
",5635343815,13,note,false
150,D251E890-427A-4342-B8B0-DC958652C9E7,true,344219347,"Music Studios
Incubators for music
Barbershop
Hostel
Gym
Computer Lab
Library
Call Center
School - Cobb

Rooftop Lounge
SneakerHeads Store
Music Store
Book Store
Lecture Hall
Theatre
Charity Casino profits still go to charity
Jedda Lashae - Tiffanys

Neighborhoods
- Brooklyn
Harlem
Chicago
LA 
Vegas
Retirees


CAA like space mixed with a bit of Aon on a tight nit campus
Dubai on a campus
Water Park

Take a transit bus. Don't drive. It's a Black van service..its nice and you get to go to the wilderness. 

Arizona is a special place….A library
",5635438464,150,note,false
139,3FE742C2-693C-4C6E-827C-ADBA31AB6D2F,true,344214827,"we've always been. Here.

It doesn't jive with White expectation. Its baffling, its intimidating, is mesmerizing, but not what you as a White person will allow 

A difficult Negro. Whiteness as a collective is like an electric fence around Black liberation. Whenever we move to far out to pasture we are shot down with nary an explanation. 

You turned us on each other to maintain your economic system and to build your country and you want to talk about 80% Black crime is our fault. Whiteness is built ontop of our disharmony, you literally profit every moment from it. Yet its still our fault. I just don't understand. 

Well Ken its your victim mentality. Oh so you think we equal? We're equal in America but we are not EQUAL in America. The smart mentality is to recognize that…..so you don't get you ass killed in America.

For some that recognition kills dream of America for them. But thats why I love Martin Luther King because he dared to dream in America. 

Dreaming in America take a lot of courage, because America has a habit of killing Black dreams and ambitions and the bodies that hold them.

But you can't kill our spirit.






",5635277193,139,note,false
117,97CF4042-7E0D-410A-B1FF-470339CBBF4F,true,344301859,"Letter…

Why you should buy this recording

Intro to Risk Sales and Advising
Private Class

Inquries due

Application Due

Winter

Absolutely no refunds
Calendly

Includes Exam FX

Information Session
$25",5637126858,117,note,false
27,68557863-ABC8-473D-B24C-373D847F0584,true,344216908,"Jedda Lashae Umbrellas are $1,000,000 a piece

It doesn't top it from raining. It does everything else though.

Diamond Umbrellas

If im selling a product to you its because

",5635346693,27,note,false
11,7BC10899-FBAC-4F90-9FEA-1BE7525A3216,true,346473926,"1. Use Tucson Weekly
2. Restaurant recommendations from Team Members
3. Madera Canyon
4. Beach I went to
5 Mountains
6. Mission Road
",5686173802,11,note,false
639,2F6211F8-8D58-4EFC-A4F5-A68125F06CC2,true,344297280,"Property/Casualty and Job Placement Services



Dear Prospective Student,

Congratulations on keeping your commitment to Everise and Aon and completing the Annual Enrollment Period! You should be proud of yourself for being a part of a very important part of this business.

What is Ken Jones Call Center? It is a space where we nurture and help realize potential talent from working class communities to grow our communities. We're here to build careers while servicing the immediate and long-term business needs of the BPO industry as a whole and the culture of the contact centers specifically. KJCC is a Social Business. (kenjonescallcenter.org)

The first Leadership Development Program being offered is the . Risk Sales and Advising Fellowship Program.  RSA Fellows will embark to a career as a Junior Risk Advisors will embark on a ….use EP and cC la

The Risk Sales and Advising Program is designed to create producers that are equipped to win business and willing to grind to build a book of business that will cement their career in risk services.  It incorporates life and business strategy. 9 Seats are available, only for employees of the Drexel location of Everise in Tucson, AZ. First Come First Served

Confirmation Meetings must be scheduled by 12/5/2019 at 11:59pm to be eligible for the early commitment discount.

Early Commitment
Regular Commitment

*State licensing requirements are often stringent and may  decline to license you based on any convicted felonies or pending charges. If you are concerned about consult a community attorney.

Investment Banking Culture


Non-guaranteed job assistance services will be provided

100 Placements. 

Led by Kenneth Jones, Senior Risk Advisor.

I didn't have to be the boss or the advisor I just got to be an employee. I served Aon's clients as I always have with vigor, straightforwardness, and honesty. 

When I was 21 I  began my career as a Team Room Strategy Consultant at Aon. I participated in Aon's second Early Career Development Program class in 2006 and rotated through the Corporate Strategy team - xx, and completed the program with the Enterprise Risk Management practice serving clients in these industries.

I've contributed to programs and curriculum for two fellowship programs. Education Pioneers and campusCATALYST. Continuing my interest in fellowships, I worked with 

 

t to be the boss, or be the employee

 intro to Risk Sales and Advising. 

I love to joke around and I appreciated working here because I got to be a cog in a wheel of a system I could not control. I didn't have to lead. I didn't have to manage. Working at Everise has helped me find my good enough. I say this to say, I got to be myself here, my good and bad self. I never get to be bad.


Open enrollment-guaranteed admittance- no applications necessary begins December 15th and ends January 5th for the inaugural class exclusively 

Kenjonescallcenter has no contractual relationship or business with Ever Rise whatsoever.










Mediwhowhatnow?

I can to learn about the business.
Intro to Medicare Sales and Advising
Intro to Benefits Sales and Advising

$999


Kenjonescallcenter
Building Careers

Calendly
Business Lunch at jjjjjjj


https://www.goldmansachs.com/careers/students/explore/index.html ",5637833994,639,note,false
3,E0BCEEF0-F8C5-47E9-A952-34A6D4332163,true,344273947,"Recruitment
Retention
Training
Licensing -kenjonescallcenter.com
Professional Development",5637131721,3,note,false
4,747D44B1-4EFA-41D0-94CA-60C133A55491,true,346744000,"",5691713760,4,note,false
27,66DFE290-F70A-4AC0-9F6A-4AA27E65D128,true,346617990,"Physically signature is needed….upload documents

1100 expenses

Is the file 
Call once a week to get status on account
",5689082422,27,note,false
2,4D56AA1F-C847-45A2-82DF-7AB8174E48D4,true,346497144,"Don’t be the happy negro that does the bidding of the status quo because you’re afraid. Don’t allow them to call you angry when someone else is called passionate. It’s terrifying.",5686237912,2,note,false
17,8164C18C-A7BE-4111-95B7-62ABF4479F89,true,346907853,"I need to be able to search tabs and move between spreadsheets at one time with lots and lots of tabs. They need to be movable around the screen just like folders on a Mac desktop. They can go anywhere and there is no uniformity. You can also post post it notes",5695476738,17,note,false
3,7742AC08-0E36-4F8D-8BBC-9215E8852642,true,346770529,"Good Evening to you All… I am 77578 AKA KOKO.. Now I am Georganna Kelley👐🏽. I am opening up a womens home in south Phoenix and I am looking for women who are incarcerated or just got out and looking for a WONDERFUL FUTURE AND A HEAD START IN THERE LIVES. The program is a 1 year - 2 year commitment and I am currently seeking 5 women who are ready for an education or seeking to learn a trade towards a better life. She must have a DOC number and either now incarnated or just got out in order to be considered or interviewed. This home is not a half way house, a rehab or owned by the state. This home is based solely on education or wanting a career. There is no fee to get in but in 3 months I will help her get a job and she can go to school full time or part time but she will have to work. I will connect her with all the Services that she needs in order to give her the best chance at SUCCESS! Please contact me if you know someone or maybe it's you…..
BLESSINGS TO YOU ALL WHO MADE IT OUT. It's been 20 years for me and I haven't looked back.
I WILL only answer by text 602 803 8077. I do have a PO BOX for those who are on the inside and would like to write me with concerns ONLY about what is Called 'The House On Beverly'!!! My PO BOX is 91439
Georganna Kelley
6825 S. 7th St.
Phoenix, Az 85042-9998
A SAFE PLACE TO LAND AFTER INCARCERATION… THE HOUSE ON BEVERLY.",5692351012,3,note,false
3,C0D25C51-855C-4296-97D3-EAAD76A0C31B,true,346916202,"https://boardsource.org/shop/
",5695664650,3,note,false
18,351003E2-8A42-4473-9C36-42204C2F0C7A,true,346920364,"Ritz Carlton to my house out there
No Phones 
Compound…..Bus Ride",5695689622,18,note,false
2,92AEF6E5-C48B-4FCA-945C-8C4AE0CE3381,true,346917950,"Bed and Breakfast",5695710725,2,note,false
3,0D1B76C7-BDCA-4A82-9300-E068E51F86BD,true,346919842,"",5695691684,3,note,false
6,C2ECD9F7-A1FE-40BD-BCA7-1C533DA850FD,true,346917955,"Bed and Breakfast
It's a city…but its also a movie studio and actual working town
",5695710819,6,note,false
11,139A1978-8B5B-4C6A-8E29-814E33560373,true,346922042,"Artist Showcase
Playlist
",5695811621,11,note,false
8,F2870AF2-DA12-4133-8B0A-4C7205DF876F,true,346918553,"The Nonprofit Rebels Philosophy
Edited By
",5695725697,8,note,false
9,CF73EAE9-1B4A-4F8F-A419-0BCB83B46774,true,346918478,"A nonprofit news website
",5695723572,9,note,false
